Borough,LEGGI_Year,Sector,Fuel,Data_Year,KtCO2e
Harrow,2013,Domestic,Gas,2013,288.7110965
Havering,2013,Domestic,Gas,2013,274.5543075
Hillingdon,2013,Domestic,Gas,2013,292.8322816
Hounslow,2013,Domestic,Gas,2013,237.6540163
Islington,2013,Domestic,Gas,2013,186.8901961
Kensington and Chelsea,2013,Domestic,Gas,2013,182.8406713
Kingston,2013,Domestic,Gas,2013,183.0927589
Lambeth,2013,Domestic,Gas,2013,286.14975
Lewisham,2013,Domestic,Gas,2013,270.6725733
Merton,2013,Domestic,Gas,2013,218.4295792
Newham,2013,Domestic,Gas,2013,221.5366488
Redbridge,2013,Domestic,Gas,2013,293.5968554
Richmond,2013,Domestic,Gas,2013,246.2845342
Southwark,2013,Domestic,Gas,2013,213.2943818
Sutton,2013,Domestic,Gas,2013,213.4475684
Tower Hamlets,2013,Domestic,Gas,2013,145.8165113
Waltham Forest,2013,Domestic,Gas,2013,245.6877642
Wandsworth,2013,Domestic,Gas,2013,313.2881925
Westminster,2013,Domestic,Gas,2013,201.7140521
Unapportioned,2013,Domestic,Gas,2013,-
London,2013,Domestic,Gas,2013,8253.58156
Barking and Dagenham,2013,Domestic,Coal,2013,1.797591426
Barnet,2013,Domestic,Coal,2013,1.512736832
Bexley,2013,Domestic,Coal,2013,1.381288653
Brent,2013,Domestic,Coal,2013,0.889346264
Bromley,2013,Domestic,Coal,2013,2.827557224
Camden,2013,Domestic,Coal,2013,0.801177873
City of London,2013,Domestic,Coal,2013,0
Croydon,2013,Domestic,Coal,2013,2.819004963
Ealing,2013,Domestic,Coal,2013,2.46306103
Enfield,2013,Domestic,Coal,2013,2.103416383
Greenwich,2013,Domestic,Coal,2013,1.410468897
Hackney,2013,Domestic,Coal,2013,1.055731361
Hammersmith and Fulham,2013,Domestic,Coal,2013,0.367354591
Haringey,2013,Domestic,Coal,2013,0.984458978
Harrow,2013,Domestic,Coal,2013,0.925416014
Havering,2013,Domestic,Coal,2013,4.430926033
Hillingdon,2013,Domestic,Coal,2013,2.267738736
Hounslow,2013,Domestic,Coal,2013,1.88054715
Islington,2013,Domestic,Coal,2013,0.665503081
Kensington and Chelsea,2013,Domestic,Coal,2013,0.709100016
Kingston,2013,Domestic,Coal,2013,1.339876373
Lambeth,2013,Domestic,Coal,2013,1.105839765
Lewisham,2013,Domestic,Coal,2013,1.523600452
Merton,2013,Domestic,Coal,2013,0.866952377
Newham,2013,Domestic,Coal,2013,1.5217327
Redbridge,2013,Domestic,Coal,2013,1.452003696
Richmond,2013,Domestic,Coal,2013,1.626625008
Southwark,2013,Domestic,Coal,2013,0.983545371
Sutton,2013,Domestic,Coal,2013,2.086949851
Tower Hamlets,2013,Domestic,Coal,2013,0.984751559
Waltham Forest,2013,Domestic,Coal,2013,1.658131987
Wandsworth,2013,Domestic,Coal,2013,0.831996238
Westminster,2013,Domestic,Coal,2013,1.140758781
Unapportioned,2013,Domestic,Coal,2013,-
London,2013,Domestic,Coal,2013,48.41518966
Barking and Dagenham,2013,Domestic,Oil,2013,0.677877886
Barnet,2013,Domestic,Oil,2013,2.275396727
Bexley,2013,Domestic,Oil,2013,1.580261696
Brent,2013,Domestic,Oil,2013,1.3603112
Bromley,2013,Domestic,Oil,2013,3.698877025
Camden,2013,Domestic,Oil,2013,2.685625675
City of London,2013,Domestic,Oil,2013,0.108252246
Croydon,2013,Domestic,Oil,2013,2.335464259
Ealing,2013,Domestic,Oil,2013,1.722336837
Enfield,2013,Domestic,Oil,2013,1.659567899
Greenwich,2013,Domestic,Oil,2013,1.226716401
Hackney,2013,Domestic,Oil,2013,0.815615567
Hammersmith and Fulham,2013,Domestic,Oil,2013,1.007731326
Haringey,2013,Domestic,Oil,2013,0.843688783
Harrow,2013,Domestic,Oil,2013,1.41705382
Havering,2013,Domestic,Oil,2013,2.01218738
Hillingdon,2013,Domestic,Oil,2013,2.426817294
Hounslow,2013,Domestic,Oil,2013,1.872218069
Islington,2013,Domestic,Oil,2013,0.85587817
Kensington and Chelsea,2013,Domestic,Oil,2013,2.585109079
Kingston,2013,Domestic,Oil,2013,0.882577921
Lambeth,2013,Domestic,Oil,2013,1.651216125
Lewisham,2013,Domestic,Oil,2013,1.085787694
Merton,2013,Domestic,Oil,2013,1.175463456
Newham,2013,Domestic,Oil,2013,0.507725241
Redbridge,2013,Domestic,Oil,2013,1.276658805
Richmond,2013,Domestic,Oil,2013,1.758143496
Southwark,2013,Domestic,Oil,2013,2.088954899
Sutton,2013,Domestic,Oil,2013,1.349726363
Tower Hamlets,2013,Domestic,Oil,2013,1.241847679
Waltham Forest,2013,Domestic,Oil,2013,0.792254422
Wandsworth,2013,Domestic,Oil,2013,1.519444183
Westminster,2013,Domestic,Oil,2013,3.78844773
Unapportioned,2013,Domestic,Oil,2013,-
London,2013,Domestic,Oil,2013,52.28523535
Barking and Dagenham,2013,Domestic,Total,N/A,287.7053099
Barnet,2013,Domestic,Total,N/A,766.0688285
Bexley,2013,Domestic,Total,N/A,450.0150314
Brent,2013,Domestic,Total,N/A,532.1546472
Bromley,2013,Domestic,Total,N/A,709.7519529
Camden,2013,Domestic,Total,N/A,380.3002882
City of London,2013,Domestic,Total,N/A,19.95102686
Croydon,2013,Domestic,Total,N/A,724.3989446
Ealing,2013,Domestic,Total,N/A,592.4097256
Enfield,2013,Domestic,Total,N/A,574.9843464
Greenwich,2013,Domestic,Total,N/A,421.6877121
Hackney,2013,Domestic,Total,N/A,376.6372715
Hammersmith and Fulham,2013,Domestic,Total,N/A,327.4767584
Haringey,2013,Domestic,Total,N/A,449.0081999
Harrow,2013,Domestic,Total,N/A,471.3452109
Havering,2013,Domestic,Total,N/A,489.5306954
Hillingdon,2013,Domestic,Total,N/A,516.3925356
Hounslow,2013,Domestic,Total,N/A,435.3278912
Islington,2013,Domestic,Total,N/A,348.6286041
Kensington and Chelsea,2013,Domestic,Total,N/A,376.4082051
Kingston,2013,Domestic,Total,N/A,322.1518707
Lambeth,2013,Domestic,Total,N/A,513.196195
Lewisham,2013,Domestic,Total,N/A,483.1912569
Merton,2013,Domestic,Total,N/A,381.3769993
Newham,2013,Domestic,Total,N/A,412.1101152
Redbridge,2013,Domestic,Total,N/A,502.1649267
Richmond,2013,Domestic,Total,N/A,423.7136025
Southwark,2013,Domestic,Total,N/A,440.5012012
Sutton,2013,Domestic,Total,N/A,385.5972541
Tower Hamlets,2013,Domestic,Total,N/A,347.8837183
Waltham Forest,2013,Domestic,Total,N/A,427.9111606
Wandsworth,2013,Domestic,Total,N/A,566.5271139
Westminster,2013,Domestic,Total,N/A,453.3636995
Unapportioned,2013,Domestic,Total,N/A,-
London,2013,Domestic,Total,N/A,14909.8723
Barking and Dagenham,2013,Industrial and Commercial,Electricity w/o rail,2013,185.8880687
Barnet,2013,Industrial and Commercial,Electricity w/o rail,2013,219.1744604
Bexley,2013,Industrial and Commercial,Electricity w/o rail,2013,184.6417551
Brent,2013,Industrial and Commercial,Electricity w/o rail,2013,351.9443144
Bromley,2013,Industrial and Commercial,Electricity w/o rail,2013,178.6829984
Camden,2013,Industrial and Commercial,Electricity w/o rail,2013,639.493564
City of London,2013,Industrial and Commercial,Electricity w/o rail,2013,1184.064963
Croydon,2013,Industrial and Commercial,Electricity w/o rail,2013,284.907168
Ealing,2013,Industrial and Commercial,Electricity w/o rail,2013,446.2138344
Enfield,2013,Industrial and Commercial,Electricity w/o rail,2013,250.6825165
Greenwich,2013,Industrial and Commercial,Electricity w/o rail,2013,202.889602
Hackney,2013,Industrial and Commercial,Electricity w/o rail,2013,263.7695549
Hammersmith and Fulham,2013,Industrial and Commercial,Electricity w/o rail,2013,332.9751927
Haringey,2013,Industrial and Commercial,Electricity w/o rail,2013,162.4593676
Harrow,2013,Industrial and Commercial,Electricity w/o rail,2013,100.8841972
Havering,2013,Industrial and Commercial,Electricity w/o rail,2013,178.3892576
Hillingdon,2013,Industrial and Commercial,Electricity w/o rail,2013,628.4361066
Hounslow,2013,Industrial and Commercial,Electricity w/o rail,2013,466.2490659
Islington,2013,Industrial and Commercial,Electricity w/o rail,2013,418.0486414
Kensington and Chelsea,2013,Industrial and Commercial,Electricity w/o rail,2013,495.9943845
Kingston,2013,Industrial and Commercial,Electricity w/o rail,2013,147.170883
Lambeth,2013,Industrial and Commercial,Electricity w/o rail,2013,278.7248517
Lewisham,2013,Industrial and Commercial,Electricity w/o rail,2013,124.9869537
Merton,2013,Industrial and Commercial,Electricity w/o rail,2013,211.2159386
Newham,2013,Industrial and Commercial,Electricity w/o rail,2013,482.0071013
Redbridge,2013,Industrial and Commercial,Electricity w/o rail,2013,113.2696408
Richmond,2013,Industrial and Commercial,Electricity w/o rail,2013,159.5711392
Southwark,2013,Industrial and Commercial,Electricity w/o rail,2013,552.1137815
Sutton,2013,Industrial and Commercial,Electricity w/o rail,2013,179.2464592
Tower Hamlets,2013,Industrial and Commercial,Electricity w/o rail,2013,1158.908821
Waltham Forest,2013,Industrial and Commercial,Electricity w/o rail,2013,154.4180303
Wandsworth,2013,Industrial and Commercial,Electricity w/o rail,2013,158.6346584
Westminster,2013,Industrial and Commercial,Electricity w/o rail,2013,1651.911933
Unapportioned,2013,Industrial and Commercial,Electricity w/o rail,2013,-49.59856987
London,2013,Industrial and Commercial,Electricity w/o rail,2013,12498.37064
Barking and Dagenham,2013,Industrial and Commercial,Gas,2013,42.13354256
Barnet,2013,Industrial and Commercial,Gas,2013,109.8382054
Bexley,2013,Industrial and Commercial,Gas,2013,146.4581866
Brent,2013,Industrial and Commercial,Gas,2013,112.9502526
Bromley,2013,Industrial and Commercial,Gas,2013,83.07316237
Camden,2013,Industrial and Commercial,Gas,2013,301.6757508
City of London,2013,Industrial and Commercial,Gas,2013,150.365039
Croydon,2013,Industrial and Commercial,Gas,2013,89.8355736
Ealing,2013,Industrial and Commercial,Gas,2013,149.2696563
Enfield,2013,Industrial and Commercial,Gas,2013,109.5112928
Greenwich,2013,Industrial and Commercial,Gas,2013,85.36286454
Hackney,2013,Industrial and Commercial,Gas,2013,68.59179164
Hammersmith and Fulham,2013,Industrial and Commercial,Gas,2013,116.5567009
Haringey,2013,Industrial and Commercial,Gas,2013,66.80081676
Harrow,2013,Industrial and Commercial,Gas,2013,84.35843656
Havering,2013,Industrial and Commercial,Gas,2013,45.65309779
Hillingdon,2013,Industrial and Commercial,Gas,2013,192.6875657
Hounslow,2013,Industrial and Commercial,Gas,2013,124.8633492
Islington,2013,Industrial and Commercial,Gas,2013,122.6315315
Kensington and Chelsea,2013,Industrial and Commercial,Gas,2013,183.8220889
Kingston,2013,Industrial and Commercial,Gas,2013,51.43833525
Lambeth,2013,Industrial and Commercial,Gas,2013,172.3024483
Lewisham,2013,Industrial and Commercial,Gas,2013,54.21283483
Merton,2013,Industrial and Commercial,Gas,2013,65.71726067
Newham,2013,Industrial and Commercial,Gas,2013,209.2255774
Redbridge,2013,Industrial and Commercial,Gas,2013,49.1377771
Richmond,2013,Industrial and Commercial,Gas,2013,76.94098814
Southwark,2013,Industrial and Commercial,Gas,2013,200.2306111
Sutton,2013,Industrial and Commercial,Gas,2013,48.32478731
Tower Hamlets,2013,Industrial and Commercial,Gas,2013,146.984155
Waltham Forest,2013,Industrial and Commercial,Gas,2013,62.36154545
Wandsworth,2013,Industrial and Commercial,Gas,2013,127.9577776
Westminster,2013,Industrial and Commercial,Gas,2013,545.4357248
Unapportioned,2013,Industrial and Commercial,Gas,2013,32.03689629
London,2013,Industrial and Commercial,Gas,2013,4228.745625
Barking and Dagenham,2013,Industrial and Commercial,Coal,2013,4.554095168
Barnet,2013,Industrial and Commercial,Coal,2013,0.07319051
Bexley,2013,Industrial and Commercial,Coal,2013,0.18290637
Brent,2013,Industrial and Commercial,Coal,2013,0.009632687
Bromley,2013,Industrial and Commercial,Coal,2013,0.022287374
Camden,2013,Industrial and Commercial,Coal,2013,0.021234039
City of London,2013,Industrial and Commercial,Coal,2013,0.023028284
Croydon,2013,Industrial and Commercial,Coal,2013,0.196436464
Ealing,2013,Industrial and Commercial,Coal,2013,0.507292038
Enfield,2013,Industrial and Commercial,Coal,2013,0.254293285
Greenwich,2013,Industrial and Commercial,Coal,2013,0.087692243
Hackney,2013,Industrial and Commercial,Coal,2013,0.042902534
Hammersmith and Fulham,2013,Industrial and Commercial,Coal,2013,0.005673576
Haringey,2013,Industrial and Commercial,Coal,2013,1.87569887
Harrow,2013,Industrial and Commercial,Coal,2013,0.185490673
Havering,2013,Industrial and Commercial,Coal,2013,0.246283831
Hillingdon,2013,Industrial and Commercial,Coal,2013,0.503747506
Hounslow,2013,Industrial and Commercial,Coal,2013,0.082493862
Islington,2013,Industrial and Commercial,Coal,2013,0.037330735
Kensington and Chelsea,2013,Industrial and Commercial,Coal,2013,0.015026782
Kingston,2013,Industrial and Commercial,Coal,2013,0.032406226
Lambeth,2013,Industrial and Commercial,Coal,2013,0.001711738
Lewisham,2013,Industrial and Commercial,Coal,2013,0.000405413
Merton,2013,Industrial and Commercial,Coal,2013,0.001202179
Newham,2013,Industrial and Commercial,Coal,2013,0.039515899
Redbridge,2013,Industrial and Commercial,Coal,2013,0.008850243
Richmond,2013,Industrial and Commercial,Coal,2013,0.001799619
Southwark,2013,Industrial and Commercial,Coal,2013,0.41422525
Sutton,2013,Industrial and Commercial,Coal,2013,1.578608809
Tower Hamlets,2013,Industrial and Commercial,Coal,2013,0.117302232
Waltham Forest,2013,Industrial and Commercial,Coal,2013,0.005762503
Wandsworth,2013,Industrial and Commercial,Coal,2013,0.001080535
Westminster,2013,Industrial and Commercial,Coal,2013,0.992298247
Unapportioned,2013,Industrial and Commercial,Coal,2013,-
London,2013,Industrial and Commercial,Coal,2013,12.12190573
Barking and Dagenham,2013,Industrial and Commercial,Oil,2013,31.04708644
Barnet,2013,Industrial and Commercial,Oil,2013,9.990452343
Bexley,2013,Industrial and Commercial,Oil,2013,36.42759011
Brent,2013,Industrial and Commercial,Oil,2013,18.33814332
Bromley,2013,Industrial and Commercial,Oil,2013,18.16277492
Camden,2013,Industrial and Commercial,Oil,2013,11.73424758
City of London,2013,Industrial and Commercial,Oil,2013,8.993438344
Croydon,2013,Industrial and Commercial,Oil,2013,7.371442868
Ealing,2013,Industrial and Commercial,Oil,2013,20.4632983
Enfield,2013,Industrial and Commercial,Oil,2013,21.10487083
Greenwich,2013,Industrial and Commercial,Oil,2013,9.92408396
Hackney,2013,Industrial and Commercial,Oil,2013,3.803492274
Hammersmith and Fulham,2013,Industrial and Commercial,Oil,2013,8.022111501
Haringey,2013,Industrial and Commercial,Oil,2013,5.936554317
Harrow,2013,Industrial and Commercial,Oil,2013,5.489195179
Havering,2013,Industrial and Commercial,Oil,2013,11.58577418
Hillingdon,2013,Industrial and Commercial,Oil,2013,103.3050498
Hounslow,2013,Industrial and Commercial,Oil,2013,15.70641108
Islington,2013,Industrial and Commercial,Oil,2013,8.100359592
Kensington and Chelsea,2013,Industrial and Commercial,Oil,2013,1.711084475
Kingston,2013,Industrial and Commercial,Oil,2013,9.115578719
Lambeth,2013,Industrial and Commercial,Oil,2013,2.356549441
Lewisham,2013,Industrial and Commercial,Oil,2013,2.142300482
Merton,2013,Industrial and Commercial,Oil,2013,6.369725594
Newham,2013,Industrial and Commercial,Oil,2013,30.13458445
Redbridge,2013,Industrial and Commercial,Oil,2013,5.562665169
Richmond,2013,Industrial and Commercial,Oil,2013,5.337653964
Southwark,2013,Industrial and Commercial,Oil,2013,4.597255409
Sutton,2013,Industrial and Commercial,Oil,2013,6.432653543
Tower Hamlets,2013,Industrial and Commercial,Oil,2013,6.852861562
Waltham Forest,2013,Industrial and Commercial,Oil,2013,7.606630313
Wandsworth,2013,Industrial and Commercial,Oil,2013,4.625175014
Westminster,2013,Industrial and Commercial,Oil,2013,53.93554032
Unapportioned,2013,Industrial and Commercial,Oil,2013,-
London,2013,Industrial and Commercial,Oil,2013,502.2866354
Barking and Dagenham,2013,Industrial and Commercial,Waste and Renewables,2012,3.177968833
Barnet,2013,Industrial and Commercial,Waste and Renewables,2012,0
Bexley,2013,Industrial and Commercial,Waste and Renewables,2012,4.014736989
Brent,2013,Industrial and Commercial,Waste and Renewables,2012,0
Bromley,2013,Industrial and Commercial,Waste and Renewables,2012,0.100274354
Camden,2013,Industrial and Commercial,Waste and Renewables,2012,0
City of London,2013,Industrial and Commercial,Waste and Renewables,2012,0
Croydon,2013,Industrial and Commercial,Waste and Renewables,2012,0.049451499
Ealing,2013,Industrial and Commercial,Waste and Renewables,2012,0
Enfield,2013,Industrial and Commercial,Waste and Renewables,2012,3.438950062
Greenwich,2013,Industrial and Commercial,Waste and Renewables,2012,0
Hackney,2013,Industrial and Commercial,Waste and Renewables,2012,0
Hammersmith and Fulham,2013,Industrial and Commercial,Waste and Renewables,2012,0
Haringey,2013,Industrial and Commercial,Waste and Renewables,2012,0
Harrow,2013,Industrial and Commercial,Waste and Renewables,2012,0.000240413
Havering,2013,Industrial and Commercial,Waste and Renewables,2012,0.011711151
Hillingdon,2013,Industrial and Commercial,Waste and Renewables,2012,31.37323762
Hounslow,2013,Industrial and Commercial,Waste and Renewables,2012,0
Islington,2013,Industrial and Commercial,Waste and Renewables,2012,0
Kensington and Chelsea,2013,Industrial and Commercial,Waste and Renewables,2012,0
Kingston,2013,Industrial and Commercial,Waste and Renewables,2012,0
Lambeth,2013,Industrial and Commercial,Waste and Renewables,2012,0
Lewisham,2013,Industrial and Commercial,Waste and Renewables,2012,0
Merton,2013,Industrial and Commercial,Waste and Renewables,2012,0
Newham,2013,Industrial and Commercial,Waste and Renewables,2012,0
Redbridge,2013,Industrial and Commercial,Waste and Renewables,2012,0
Richmond,2013,Industrial and Commercial,Waste and Renewables,2012,0
Southwark,2013,Industrial and Commercial,Waste and Renewables,2012,0
Sutton,2013,Industrial and Commercial,Waste and Renewables,2012,0
Tower Hamlets,2013,Industrial and Commercial,Waste and Renewables,2012,1.850021017
Waltham Forest,2013,Industrial and Commercial,Waste and Renewables,2012,0
Wandsworth,2013,Industrial and Commercial,Waste and Renewables,2012,0
Westminster,2013,Industrial and Commercial,Waste and Renewables,2012,0
Unapportioned,2013,Industrial and Commercial,Waste and Renewables,2012,-
London,2013,Industrial and Commercial,Waste and Renewables,2012,44.01659194
Barking and Dagenham,2013,Industrial and Commercial,Total,N/A,266.8007617
Barnet,2013,Industrial and Commercial,Total,N/A,339.0763086
Bexley,2013,Industrial and Commercial,Total,N/A,371.7251752
Brent,2013,Industrial and Commercial,Total,N/A,483.242343
Bromley,2013,Industrial and Commercial,Total,N/A,280.0414974
Camden,2013,Industrial and Commercial,Total,N/A,952.9247964
City of London,2013,Industrial and Commercial,Total,N/A,1343.446469
Croydon,2013,Industrial and Commercial,Total,N/A,382.3600724
Ealing,2013,Industrial and Commercial,Total,N/A,616.4540811
Enfield,2013,Industrial and Commercial,Total,N/A,384.9919236
Greenwich,2013,Industrial and Commercial,Total,N/A,298.2642428
Hackney,2013,Industrial and Commercial,Total,N/A,336.2077414
Hammersmith and Fulham,2013,Industrial and Commercial,Total,N/A,457.5596786
Haringey,2013,Industrial and Commercial,Total,N/A,237.0724375
Harrow,2013,Industrial and Commercial,Total,N/A,190.91756
Havering,2013,Industrial and Commercial,Total,N/A,235.8861245
Hillingdon,2013,Industrial and Commercial,Total,N/A,956.3057072
Hounslow,2013,Industrial and Commercial,Total,N/A,606.90132
Islington,2013,Industrial and Commercial,Total,N/A,548.8178633
Kensington and Chelsea,2013,Industrial and Commercial,Total,N/A,681.5425846
Kingston,2013,Industrial and Commercial,Total,N/A,207.7572032
Lambeth,2013,Industrial and Commercial,Total,N/A,453.3855612
Lewisham,2013,Industrial and Commercial,Total,N/A,181.3424944
Merton,2013,Industrial and Commercial,Total,N/A,283.304127
Newham,2013,Industrial and Commercial,Total,N/A,721.406779
Redbridge,2013,Industrial and Commercial,Total,N/A,167.9789333
Richmond,2013,Industrial and Commercial,Total,N/A,241.8515809
Southwark,2013,Industrial and Commercial,Total,N/A,757.3558732
Sutton,2013,Industrial and Commercial,Total,N/A,235.5825089
Tower Hamlets,2013,Industrial and Commercial,Total,N/A,1314.713161
Waltham Forest,2013,Industrial and Commercial,Total,N/A,224.3919686
Wandsworth,2013,Industrial and Commercial,Total,N/A,291.2186915
Westminster,2013,Industrial and Commercial,Total,N/A,2252.275496
Unapportioned,2013,Industrial and Commercial,Total,N/A,-17.56167358
London,2013,Industrial and Commercial,Total,N/A,17285.54139
Barking and Dagenham,2013,Transport,Aviation,2010 and 2013,0
Barnet,2013,Transport,Aviation,2010 and 2013,0.22734169
Bexley,2013,Transport,Aviation,2010 and 2013,7.998026899
Brent,2013,Transport,Aviation,2010 and 2013,0.337662503
Bromley,2013,Transport,Aviation,2010 and 2013,1.410718042
Camden,2013,Transport,Aviation,2010 and 2013,0
City of London,2013,Transport,Aviation,2010 and 2013,1.240653664
Croydon,2013,Transport,Aviation,2010 and 2013,0.282968317
Ealing,2013,Transport,Aviation,2010 and 2013,0.185746162
Enfield,2013,Transport,Aviation,2010 and 2013,0.314082198
Greenwich,2013,Transport,Aviation,2010 and 2013,6.422499312
Hackney,2013,Transport,Aviation,2010 and 2013,0.112999018
Hammersmith and Fulham,2013,Transport,Aviation,2010 and 2013,15.44070527
Haringey,2013,Transport,Aviation,2010 and 2013,0
Harrow,2013,Transport,Aviation,2010 and 2013,0.23930293
Havering,2013,Transport,Aviation,2010 and 2013,2.845304872
Hillingdon,2013,Transport,Aviation,2010 and 2013,720.341329
Hounslow,2013,Transport,Aviation,2010 and 2013,108.4985071
Islington,2013,Transport,Aviation,2010 and 2013,0
Kensington and Chelsea,2013,Transport,Aviation,2010 and 2013,1.952496305
Kingston,2013,Transport,Aviation,2010 and 2013,0
Lambeth,2013,Transport,Aviation,2010 and 2013,0
Lewisham,2013,Transport,Aviation,2010 and 2013,0.009124144
Merton,2013,Transport,Aviation,2010 and 2013,0
Newham,2013,Transport,Aviation,2010 and 2013,36.84578173
Redbridge,2013,Transport,Aviation,2010 and 2013,0.821253253
Richmond,2013,Transport,Aviation,2010 and 2013,45.65728995
Southwark,2013,Transport,Aviation,2010 and 2013,1.234963871
Sutton,2013,Transport,Aviation,2010 and 2013,0.044179489
Tower Hamlets,2013,Transport,Aviation,2010 and 2013,12.29899653
Waltham Forest,2013,Transport,Aviation,2010 and 2013,0.569206233
Wandsworth,2013,Transport,Aviation,2010 and 2013,13.78859628
Westminster,2013,Transport,Aviation,2010 and 2013,0
Unapportioned,2013,Transport,Aviation,2010 and 2013,-
London,2013,Transport,Aviation,2010 and 2013,979.1197348
Barking and Dagenham,2013,Transport,Shipping,2010 and 2013,0.293778308
Barnet,2013,Transport,Shipping,2010 and 2013,0
Bexley,2013,Transport,Shipping,2010 and 2013,0.544239365
Brent,2013,Transport,Shipping,2010 and 2013,0
Bromley,2013,Transport,Shipping,2010 and 2013,0
Camden,2013,Transport,Shipping,2010 and 2013,0
City of London,2013,Transport,Shipping,2010 and 2013,2.391073103
Croydon,2013,Transport,Shipping,2010 and 2013,0
Ealing,2013,Transport,Shipping,2010 and 2013,0
Enfield,2013,Transport,Shipping,2010 and 2013,0
Greenwich,2013,Transport,Shipping,2010 and 2013,2.423136979
Hackney,2013,Transport,Shipping,2010 and 2013,0
Hammersmith and Fulham,2013,Transport,Shipping,2010 and 2013,0.221784116
Haringey,2013,Transport,Shipping,2010 and 2013,0
Harrow,2013,Transport,Shipping,2010 and 2013,0
Havering,2013,Transport,Shipping,2010 and 2013,0.556677736
Hillingdon,2013,Transport,Shipping,2010 and 2013,0
Hounslow,2013,Transport,Shipping,2010 and 2013,0.098578412
Islington,2013,Transport,Shipping,2010 and 2013,0
Kensington and Chelsea,2013,Transport,Shipping,2010 and 2013,0.07511355
Kingston,2013,Transport,Shipping,2010 and 2013,0.032413093
Lambeth,2013,Transport,Shipping,2010 and 2013,1.914645523
Lewisham,2013,Transport,Shipping,2010 and 2013,0.013845179
Merton,2013,Transport,Shipping,2010 and 2013,0
Newham,2013,Transport,Shipping,2010 and 2013,1.909445632
Redbridge,2013,Transport,Shipping,2010 and 2013,0
Richmond,2013,Transport,Shipping,2010 and 2013,0.253935196
Southwark,2013,Transport,Shipping,2010 and 2013,2.26232471
Sutton,2013,Transport,Shipping,2010 and 2013,0
Tower Hamlets,2013,Transport,Shipping,2010 and 2013,4.532691761
Waltham Forest,2013,Transport,Shipping,2010 and 2013,0
Wandsworth,2013,Transport,Shipping,2010 and 2013,0.172250592
Westminster,2013,Transport,Shipping,2010 and 2013,1.160347969
Unapportioned,2013,Transport,Shipping,2010 and 2013,-
London,2013,Transport,Shipping,2010 and 2013,18.85628122
Barking and Dagenham,2013,Transport,Railways diesel,2013,3.475433097
Barnet,2013,Transport,Railways diesel,2013,7.298304538
Bexley,2013,Transport,Railways diesel,2013,1.269901041
Brent,2013,Transport,Railways diesel,2013,9.992877076
Bromley,2013,Transport,Railways diesel,2013,1.397640299
Camden,2013,Transport,Railways diesel,2013,9.534538662
City of London,2013,Transport,Railways diesel,2013,0.011921472
Croydon,2013,Transport,Railways diesel,2013,1.994960574
Ealing,2013,Transport,Railways diesel,2013,23.75448167
Enfield,2013,Transport,Railways diesel,2013,0.978141742
Greenwich,2013,Transport,Railways diesel,2013,0.733272019
Hackney,2013,Transport,Railways diesel,2013,0.775823776
Hammersmith and Fulham,2013,Transport,Railways diesel,2013,4.876310997
Haringey,2013,Transport,Railways diesel,2013,5.128421816
Harrow,2013,Transport,Railways diesel,2013,4.029286461
Havering,2013,Transport,Railways diesel,2013,2.60183026
Hillingdon,2013,Transport,Railways diesel,2013,17.14898697
Hounslow,2013,Transport,Railways diesel,2013,0.746957952
Islington,2013,Transport,Railways diesel,2013,2.006856065
Kensington and Chelsea,2013,Transport,Railways diesel,2013,4.602137111
Kingston,2013,Transport,Railways diesel,2013,0.695836644
Lambeth,2013,Transport,Railways diesel,2013,1.462464363
Lewisham,2013,Transport,Railways diesel,2013,2.336630459
Merton,2013,Transport,Railways diesel,2013,1.14887756
Newham,2013,Transport,Railways diesel,2013,3.721334802
Redbridge,2013,Transport,Railways diesel,2013,1.212236183
Richmond,2013,Transport,Railways diesel,2013,0.343654396
Southwark,2013,Transport,Railways diesel,2013,0.983991407
Sutton,2013,Transport,Railways diesel,2013,0.011673533
Tower Hamlets,2013,Transport,Railways diesel,2013,0.185884113
Waltham Forest,2013,Transport,Railways diesel,2013,4.499298935
Wandsworth,2013,Transport,Railways diesel,2013,2.604578046
Westminster,2013,Transport,Railways diesel,2013,4.012615767
Unapportioned,2013,Transport,Railways diesel,2013,-
London,2013,Transport,Railways diesel,2013,125.5771598
Barking and Dagenham,2013,Transport,Railways electric,2013,25.69612528
Barnet,2013,Transport,Railways electric,2013,43.79374853
Bexley,2013,Transport,Railways electric,2013,14.74351397
Brent,2013,Transport,Railways electric,2013,58.47252164
Bromley,2013,Transport,Railways electric,2013,41.44415108
Camden,2013,Transport,Railways electric,2013,61.28684538
City of London,2013,Transport,Railways electric,2013,22.79947102
Croydon,2013,Transport,Railways electric,2013,54.10208155
Ealing,2013,Transport,Railways electric,2013,32.86985615
Enfield,2013,Transport,Railways electric,2013,25.19017288
Greenwich,2013,Transport,Railways electric,2013,18.07053429
Hackney,2013,Transport,Railways electric,2013,13.96620793
Hammersmith and Fulham,2013,Transport,Railways electric,2013,24.58579852
Haringey,2013,Transport,Railways electric,2013,36.11518273
Harrow,2013,Transport,Railways electric,2013,24.71383733
Havering,2013,Transport,Railways electric,2013,27.71721681
Hillingdon,2013,Transport,Railways electric,2013,26.70670836
Hounslow,2013,Transport,Railways electric,2013,21.90079414
Islington,2013,Transport,Railways electric,2013,32.14384244
Kensington and Chelsea,2013,Transport,Railways electric,2013,28.95431863
