Month (text),GMT,London Mean Roadside Nitric Oxide (ug/m3),London Mean Roadside Nitrogen Dioxide (ug/m3),London Mean Roadside Oxides of Nitrogen (ug/m3),London Mean Roadside Ozone (ug/m3),London Mean Roadside PM10 Particulate (ug/m3),London Mean Roadside PM2.5 Particulate (ug/m3),London Mean Roadside Sulphur Dioxide (ug/m3),London Mean Background Nitric Oxide (ug/m3),London Mean Background Nitrogen Dioxide (ug/m3),London Mean Background Oxides of Nitrogen (ug/m3),London Mean Background Ozone (ug/m3),London Mean Background PM10 Particulate (ug/m3),London Mean Background PM2.5 Particulate (ug/m3),London Mean Background Sulphur Dioxide (ug/m3)
2008/1/1,14:00,,60.83870968,,30.64516129,26.32258065,14.22580645,4.870967742,,41.06451613,,41.12903226,17.03225806,,3.483870968
2008/1/1,15:00,,66.09677419,,27.80645161,27.19354839,14.25806452,5.032258065,,45.58064516,,37.61290323,17.83870968,,3.64516129
2008/1/1,16:00,,72.58064516,,23.74193548,28,15.51612903,5.322580645,,52.03225806,,31.93548387,18.77419355,,3.677419355
2008/1/1,17:00,,74.96774194,,22.06451613,29.32258065,16.90322581,5.483870968,,55.67741935,,29.16129032,20.5483871,,3.677419355
2008/1/1,18:00,,74.80645161,,22.22580645,30.19354839,17.87096774,5.580645161,,57.06451613,,28.90322581,21.80645161,,3.870967742
2008/1/1,19:00,,69.35483871,,23.58064516,29.96774194,17.22580645,5.35483871,,55.29032258,,30.29032258,22.93548387,,3.903225806
2008/1/1,20:00,,62.25806452,,25.77419355,28.5483871,16.67741935,4.935483871,,51.48387097,,32.5483871,22.61290323,,4.35483871
2008/1/1,21:00,,55.87096774,,28.29032258,26.12903226,15.5483871,4.677419355,,47.48387097,,34.35483871,21.35483871,,4.35483871
2008/1/1,22:00,,51.41935484,,30.48387097,24.35483871,15.03225806,4,,44.03225806,,36.4516129,19.96774194,,4.290322581
2008/1/1,23:00,,45.83870968,,33.77419355,23.12903226,14.19354839,3.548387097,,38.5483871,,40,19.19354839,,3.774193548
2008/2/1,00:00,,68.24137931,,20.31034483,34.62068966,27.37931034,5.586206897,,57.86206897,,25.20689655,30.10344828,,5.482758621
2008/2/1,01:00,,60.65517241,,21.10344828,32.17241379,27.5862069,4.551724138,,53.86206897,,26.62068966,28.5862069,,5.24137931
2008/2/1,02:00,,54,,23.96551724,30.48275862,26.06896552,4.068965517,,48.72413793,,27,27.72413793,,5.068965517
2008/2/1,03:00,,50.86206897,,24.51724138,29.37931034,25.10344828,4.034482759,,45.82758621,,27.4137931,26.86206897,,5
2008/2/1,04:00,,51.93103448,,23.44827586,28.79310345,24.17241379,4.310344828,,45.62068966,,27.13793103,26.17241379,,4.931034483
2008/2/1,05:00,,60.65517241,,19.5862069,29.75862069,25.20689655,4.793103448,,50.17241379,,24.5862069,26.34482759,,5.068965517
2008/2/1,06:00,,77.4137931,,15,33.5862069,28.5862069,6.275862069,,60.37931034,,20.17241379,28.10344828,,5.413793103
2008/2/1,07:00,,92.27586207,,12.13793103,37.82758621,30.65517241,7.827586207,,71.79310345,,16.72413793,30.10344828,,6.586206897
2008/2/1,08:00,,95.55172414,,12.5862069,42.17241379,31.72413793,8.689655172,,74.31034483,,17.10344828,33.93103448,,7.655172414
2008/2/1,09:00,,90.86206897,,15.75862069,45.72413793,32,9.482758621,,70.65517241,,21.34482759,35.72413793,,8.137931034
2008/2/1,10:00,,84.44827586,,20,49.24137931,31.37931034,10.4137931,,64.37931034,,27.10344828,36.82758621,,9
2008/2/1,11:00,,79.10344828,,23.62068966,49.55172414,29.86206897,10.17241379,,58.20689655,,31.86206897,36.86206897,,8.931034483
2008/2/1,12:00,,74.79310345,,25.79310345,47.62068966,30.03448276,10.44827586,,53.48275862,,35.68965517,35.37931034,,9.034482759
2008/2/1,13:00,,72.44827586,,27.44827586,46.27586207,28.93103448,10.44827586,,50.75862069,,38.34482759,33.86206897,,8.896551724
2008/2/1,14:00,,72.51724138,,26.68965517,44.55172414,28.13793103,10.62068966,,50.82758621,,37.72413793,32.68965517,,8.793103448
2008/2/1,15:00,,76.82758621,,24.75862069,44.65517241,27.89655172,10.86206897,,54.34482759,,34.93103448,33.06896552,,8.827586207
2008/2/1,16:00,,82.48275862,,21.65517241,43.10344828,28.13793103,10,,60.44827586,,29.75862069,32.51724138,,8.137931034
2008/2/1,17:00,,89.68965517,,17.24137931,42,29.24137931,8.655172414,,67.89655172,,23.89655172,33.03448276,,6.586206897
2008/2/1,18:00,,90.55172414,,16.79310345,41,30.31034483,7.586206897,,71,,22.24137931,33.10344828,,5.896551724
2008/2/1,19:00,,88.27586207,,16.68965517,41.06896552,31.27586207,7.24137931,,71.5862069,,22.31034483,33.93103448,,5.931034483
2008/2/1,20:00,,83.03448276,,18.20689655,40.55172414,29.82758621,6.724137931,,69.68965517,,23.24137931,33.62068966,,5.896551724
2008/2/1,21:00,,78.20689655,,19.03448276,38.62068966,29.17241379,6.275862069,,67.96551724,,24.03448276,33.13793103,,5.827586207
2008/2/1,22:00,,75.10344828,,20.27586207,38,29.79310345,6.310344828,,64.93103448,,24.72413793,32.44827586,,5.724137931
2008/2/1,23:00,,72.20689655,,21,36.68965517,28.06896552,5.896551724,,60.96551724,,25.03448276,31.37931034,,5.551724138
2008/3/1,00:00,,47.48387097,,37.51612903,17.5483871,10.96774194,3.290322581,,36.51612903,,47.22580645,14.06451613,,1.838709677
2008/3/1,01:00,,39.48387097,,42.93548387,16.06451613,9.967741935,2.193548387,,31.06451613,,51.51612903,13.48387097,,1.774193548
2008/3/1,02:00,,32.90322581,,48.38709677,14.41935484,9.161290323,2.032258065,,27.51612903,,53.83870968,12.41935484,,1.741935484
2008/3/1,03:00,,30.22580645,,49.16129032,13.90322581,9.193548387,1.967741935,,24.61290323,,55.06451613,11.93548387,,1.741935484
2008/3/1,04:00,,32.96774194,,46.87096774,13.96774194,9.741935484,2.096774194,,26,,53.41935484,11.74193548,,1.774193548
2008/3/1,05:00,,42.03225806,,41,15.5483871,10.77419355,2.35483871,,31.29032258,,48.87096774,12.35483871,,1.774193548
2008/3/1,06:00,,58.16129032,,33.03225806,18.61290323,12.41935484,3.580645161,,42.06451613,,41.58064516,12.87096774,,1.935483871
2008/3/1,07:00,,67.03225806,,30.87096774,22.58064516,14.06451613,4.709677419,,48.70967742,,39.5483871,15.06451613,,2.451612903
2008/3/1,08:00,,64.61290323,,34.41935484,24.80645161,13.70967742,4.967741935,,46.32258065,,43.64516129,16.35483871,,2.774193548
2008/3/1,09:00,,61.58064516,,38.80645161,26.38709677,13.38709677,4.870967742,,42.4516129,,49.87096774,17.03225806,,2.774193548
2008/3/1,10:00,,58.87096774,,42.48387097,26.09677419,11.96774194,4.903225806,,38.74193548,,55.38709677,16.4516129,,2.741935484
2008/3/1,11:00,,56.90322581,,44.4516129,26.25806452,12.09677419,4.741935484,,35.41935484,,58.64516129,17,,2.838709677
2008/3/1,12:00,,56.38709677,,45.77419355,25.61290323,12.03333333,4.64516129,,34.67741935,,60.64516129,16.80645161,,2.64516129
2008/3/1,13:00,,56.64516129,,46.77419355,24.80645161,12.25806452,4.580645161,,34.67741935,,61.38709677,16.64516129,,2.322580645
2008/3/1,14:00,,58.12903226,,46.87096774,24.29032258,12,4.580645161,,35.16129032,,61.80645161,15.93548387,,2.290322581
2008/3/1,15:00,,59.41935484,,46.25806452,24.29032258,13.4516129,4.387096774,,36.32258065,,61.12903226,16.22580645,,2.35483871
2008/3/1,16:00,,61.80645161,,43.93548387,23.67741935,13.80645161,4.322580645,,39.12903226,,58,15.90322581,,2.35483871
2008/3/1,17:00,,66.93548387,,39.93548387,24,13.06451613,4.483870968,,44.74193548,,51.87096774,16.93548387,,2.193548387
2008/3/1,18:00,,71.41935484,,34.93548387,22.74193548,13.61290323,4.548387097,,51.4516129,,44.83870968,15.93548387,,2.258064516
2008/3/1,19:00,,69.64516129,,33.41935484,22.93548387,13.61290323,4.258064516,,52.77419355,,41.96774194,16.77419355,,2.387096774
2008/3/1,20:00,,65.74193548,,33.25806452,23.16129032,14.06451613,4.064516129,,51.83870968,,41.4516129,17.48387097,,2.483870968
2008/3/1,21:00,,62.12903226,,33.16129032,23,13.58064516,3.838709677,,50.93548387,,40.5483871,18,,2.483870968
2008/3/1,22:00,,60,,33.16129032,22.38709677,14.12903226,3.774193548,,49.16129032,,40.38709677,17.61290323,,2.64516129
2008/3/1,23:00,,54.12903226,,35.06451613,20.58064516,12.12903226,3.64516129,,43.64516129,,42.80645161,16.41935484,,2.290322581
2008/4/1,00:00,,49.73333333,,36.2,24.6,18.73333333,2.633333333,,40.23333333,,44.93333333,20.93333333,,2.3
2008/4/1,01:00,,44.43333333,,38.33333333,23.4,18.93333333,2,,37.26666667,,45.2,20.46666667,,2.3
2008/4/1,02:00,,40.76666667,,38.26666667,23.3,18.53333333,1.933333333,,35.3,,44.36666667,20.36666667,,2
2008/4/1,03:00,,43.6,,32.8,24.4,20.53333333,2.3,,36.03333333,,40.13333333,21.23333333,,2.1
2008/4/1,04:00,,54.06666667,,25.96666667,26.1,22,3.133333333,,42.13333333,,34.3,21.9,,2.366666667
2008/4/1,05:00,,72.53333333,,19.03333333,31.03333333,26.96666667,4.733333333,,53.9,,28.2,24.3,,2.9
2008/4/1,06:00,,81,,19.8,34.96666667,28.43333333,5.966666667,,60.5,,28.46666667,26.8,,3.733333333
2008/4/1,07:00,,76.56666667,,26.13333333,37.3,27.13333333,5.833333333,,57.56666667,,34.96666667,27.63333333,,4.133333333
2008/4/1,08:00,,70.9,,31.73333333,37.76666667,25.33333333,5.966666667,,50.23333333,,43.56666667,27.7,,4.266666667
2008/4/1,09:00,,66.36666667,,37.86666667,36.06666667,23.3,6.2,,43.73333333,,52.26666667,26.43333333,,4.166666667
2008/4/1,10:00,,63.13333333,,42.96666667,33.86666667,21.06666667,5.8,,39.7,,58.43333333,24.6,,3.933333333
2008/4/1,11:00,,62.16666667,,45.73333333,31.9,20.03333333,5.166666667,,37.23333333,,62.96666667,23.16666667,,3.466666667
2008/4/1,12:00,,61.66666667,,48.03333333,30.5,19.36666667,5,,36.4,,66.2,21,,3.3
2008/4/1,13:00,,60.93333333,,48.5,30.36666667,18.5,5.066666667,,36,,67.9,20.46666667,,3.466666667
2008/4/1,14:00,,60.83333333,,49.73333333,29.76666667,18.83333333,5.2,,35,,69.26666667,20.43333333,,3.4
2008/4/1,15:00,,60.7,,50.03333333,28.13333333,17.9,5.066666667,,34.93333333,,68.83333333,19.63333333,,3.433333333
2008/4/1,16:00,,63.86666667,,48.6,26.16666667,17.63333333,5.166666667,,38.06666667,,66.36666667,18.23333333,,3.533333333
2008/4/1,17:00,,66.3,,46.3,26.76666667,18.13333333,5.433333333,,42.83333333,,62.06666667,19.13333333,,3.733333333
2008/4/1,18:00,,67.43333333,,42.36666667,26.66666667,18.06666667,5.4,,47.93333333,,55.43333333,19.1,,3.566666667
2008/4/1,19:00,,67.26666667,,37.8,25.7,18.53333333,4.566666667,,51.2,,49.26666667,18.7,,3.166666667
2008/4/1,20:00,,66.33333333,,35.7,25.4,18.16666667,3.833333333,,51.83333333,,46.26666667,19.03333333,,3.333333333
2008/4/1,21:00,,64.26666667,,35.23333333,25.4,18.2,3.9,,51.86666667,,44.6,19.73333333,,3.4
2008/4/1,22:00,,61.06666667,,35.46666667,25.1,18.36666667,3.8,,50.56666667,,44.16666667,20.03333333,,3.166666667
2008/4/1,23:00,,56.23333333,,36.63333333,25.1,18.36666667,3.3,,45.76666667,,45.03333333,20.46666667,,2.5
2008/5/1,00:00,,51.48387097,,44.41935484,32.32258065,28.93548387,2.677419355,,42.38709677,,53.90322581,29.25806452,17.5625,3.032258065
2008/5/1,01:00,,47.51612903,,43.29032258,31.5483871,28.90322581,2.129032258,,40.06451613,,51.80645161,28.83870968,16.75,2.806451613
2008/5/1,02:00,,43.16129032,,40.25806452,30.03225806,27.61290323,1.838709677,,36.51612903,,49.35483871,27.93548387,17.73333333,2.387096774
2008/5/1,03:00,,45.09677419,,35.25806452,29.87096774,27.12903226,2.064516129,,36.51612903,,44.77419355,27.48387097,16.8125,2.451612903
2008/5/1,04:00,,53.48387097,,28.16129032,31.16129032,28.29032258,2.677419355,,41.5483871,,38.06451613,27.5483871,16.375,2.709677419
2008/5/1,05:00,,66.48387097,,22.96774194,34.4516129,31.03225806,3.838709677,,49.64516129,,32.61290323,29.25806452,17.5625,3.35483871
2008/5/1,06:00,,73.70967742,,23.70967742,38.96774194,33.22580645,4.935483871,,54.83870968,,33.03225806,33.03225806,18.375,4.225806452
2008/5/1,07:00,,73.61290323,,27.51612903,41.4516129,33.25806452,5.967741935,,54.4516129,,38.06451613,34.90322581,20.125,5.258064516
2008/5/1,08:00,,72.35483871,,33.19354839,41.41935484,31.29032258,6.903225806,,52.12903226,,45.80645161,34.67741935,22.375,6.032258065
2008/5/1,09:00,,69.03225806,,39.5483871,39.4516129,28.41935484,6.806451613,,47.32258065,,55.5483871,32.83870968,15.76470588,6.290322581
2008/5/1,10:00,,65.48387097,,47.22580645,37.19354839,23.90322581,6.483870968,,41.93548387,,64.96774194,30.83870968,15,5.580645161
2008/5/1,11:00,,63.29032258,,54.51612903,35.41935484,21.51612903,5.935483871,,37.96774194,,74.03225806,28.67741935,13.70588235,5
2008/5/1,12:00,,62.51612903,,60.74193548,33.25806452,21.25806452,6.064516129,,35.83870968,,80.22580645,27.09677419,12.88235294,4.967741935
2008/5/1,13:00,,62.87096774,,63.74193548,34.4516129,21.61290323,6.032258065,,35.51612903,,83.93548387,27.03225806,12.70588235,5.096774194
2008/5/1,14:00,,63.96774194,,64.90322581,33.96774194,22.61290323,5.612903226,,35.38709677,,85.77419355,26.87096774,13,4.677419355
2008/5/1,15:00,,65.96774194,,66.29032258,32.64516129,23.74193548,5.580645161,,37.38709677,,86.16129032,26.90322581,14.11764706,5.161290323
2008/5/1,16:00,,67.25806452,,65.96774194,32.22580645,25.06451613,5.548387097,,39.16129032,,85.06451613,26.48387097,15.64705882,4.903225806
2008/5/1,17:00,,68.87096774,,61.38709677,32.77419355,25.80645161,5.387096774,,42.19354839,,81.03225806,27.06451613,16.29411765,4.935483871
2008/5/1,18:00,,70.06451613,,57.06451613,33.16129032,26.93548387,5.290322581,,45.90322581,,75.09677419,28.06451613,16.82352941,4.548387097
2008/5/1,19:00,,69.06451613,,51.16129032,34.38709677,28.19354839,4.838709677,,50.83870968,,66.51612903,29.70967742,17.29411765,4.258064516
2008/5/1,20:00,,67.74193548,,46,35.4516129,29.51612903,4.129032258,,53.09677419,,58.83870968,31.19354839,17.47058824,3.870967742
2008/5/1,21:00,,65.22580645,,44.96774194,35.64516129,30.51612903,3.838709677,,51.93548387,,56.61290323,31.38709677,17.47058824,3.709677419
2008/5/1,22:00,,62.80645161,,44.38709677,34.90322581,30.90322581,3.580645161,,50.03225806,,56.16129032,30.93548387,18,3.516129032
2008/5/1,23:00,,58.61290323,,43.70967742,34.51612903,30.51612903,3.064516129,,46.77419355,,54.90322581,31.06451613,19.0625,3.225806452
2008/6/1,00:00,,40.96666667,,31.93333333,22.36666667,17.46666667,2.266666667,,33.96666667,,38.6,19.5,14.4137931,1.933333333
2008/6/1,01:00,,35.83333333,,32.46666667,20.9,17.43333333,1.766666667,,30,,37.2,18.66666667,13,1.966666667
2008/6/1,02:00,,33.03333333,,33.26666667,19.93333333,16.7,1.366666667,,27.06666667,,36.73333333,18.06666667,13.7,1.666666667
2008/6/1,03:00,,33.93333333,,30.76666667,19.46666667,16,1.4,,26,,35.7,17.2,12.76666667,1.666666667
2008/6/1,04:00,,41.03333333,,26.06666667,20.23333333,16,2,,29.06666667,,32.8,16.83333333,12.36666667,1.8
2008/6/1,05:00,,51.8,,24.06666667,22.46666667,16.5,3.066666667,,33.5,,32.53333333,17.3,12.55172414,2.233333333
2008/6/1,06:00,,56.63333333,,27.2,24.06666667,16.8,3.8,,36.43333333,,35.96666667,18.13333333,12.86666667,2.633333333
2008/6/1,07:00,,55.7,,30.86666667,25.1,16.16666667,4.066666667,,35.5,,41.33333333,18.66666667,13.33333333,2.866666667
2008/6/1,08:00,,54.06666667,,34.43333333,24.66666667,16.06666667,4.333333333,,33.06666667,,46.46666667,18.36666667,13.03333333,3.1
2008/6/1,09:00,,51.9,,39.46666667,23.73333333,15.03333333,4.333333333,,30.2,,52.76666667,17.96666667,11.37931034,3.033333333
2008/6/1,10:00,,50.7,,43.63333333,23.96666667,14.6,4.3,,27.3,,58.83333333,17.46666667,11.16666667,2.633333333
2008/6/1,11:00,,51.23333333,,47.03333333,24.4,14.46666667,4.233333333,,26.6,,63.26666667,17.6,11.10714286,2.633333333
2008/6/1,12:00,,51.43333333,,49.5,24.83333333,15.37931034,4.4,,26.86666667,,66.93333333,18.26666667,11.20689655,2.9
2008/6/1,13:00,,52.6,,51.2,25.26666667,15.60714286,4.533333333,,27.1,,69.23333333,18.36666667,11.96551724,2.733333333
2008/6/1,14:00,,54.16666667,,52.43333333,25.8,16.39285714,4.7,,27.26666667,,71.16666667,18.76666667,11.76666667,2.8
2008/6/1,15:00,,54.6,,53.53333333,25.83333333,16.39285714,4.6,,27.6,,71.1,19.03333333,12.13333333,2.8
2008/6/1,16:00,,54.1,,53.73333333,24.53333333,16.03703704,4.733333333,,28.6,,69.93333333,18.86666667,12.46666667,3.066666667
2008/6/1,17:00,,53.93333333,,52.46666667,23.6,15.48148148,4.766666667,,29.96666667,,67.9,18.46666667,12.56666667,3.033333333
2008/6/1,18:00,,52.86666667,,49.63333333,23.3,15.2962963,4.8,,31.6,,63.93333333,18.33333333,12.26666667,2.933333333
2008/6/1,19:00,,50.06666667,,46.83333333,23.06666667,15.37037037,4.2,,32.53333333,,59.26666667,18.53333333,12.96666667,2.8
2008/6/1,20:00,,49.13333333,,42.06666667,22,14.81481481,3.533333333,,34.63333333,,52.63333333,17.63333333,13.1,2.8
2008/6/1,21:00,,50.9,,36.8,22.63333333,15.71428571,3.4,,37.93333333,,45.86666667,18.3,13.66666667,2.866666667
2008/6/1,22:00,,51.36666667,,33.86666667,22.76666667,17.2,3,,39.3,,41.7,18.96666667,13.7,2.233333333
2008/6/1,23:00,,47.86666667,,32.8,21.83333333,17,2.633333333,,37.7,,39.96666667,18.7,13.1,2
2008/7/1,00:00,,36.83870968,,28.09677419,19.64516129,13.48387097,1.935483871,,31.19354839,,37.12903226,16.5483871,12.32258065,1.903225806
2008/7/1,01:00,,31.48387097,,29.38709677,18.61290323,12.5483871,1.548387097,,27.64516129,,36.83870968,16.03225806,11.41935484,1.709677419
2008/7/1,02:00,,30.29032258,,30.12903226,17.96774194,12.77419355,1.193548387,,26,,34.5483871,15.61290323,11.5483871,1.451612903
2008/7/1,03:00,,32.25806452,,26.03225806,17.96774194,13.06451613,1.161290323,,25.87096774,,31.77419355,15.25806452,12.03225806,1.580645161
2008/7/1,04:00,,39.64516129,,21.35483871,19.77419355,14.58064516,1.612903226,,28.58064516,,28.19354839,15.67741935,12.06451613,1.741935484
2008/7/1,05:00,,50.90322581,,18.03225806,23,17.38709677,2.419354839,,33.4516129,,25.96774194,16.83870968,12.58064516,1.935483871
2008/7/1,06:00,,57.87096774,,18.35483871,25.74193548,18.12903226,3.193548387,,37.67741935,,26.83870968,18.29032258,13.4516129,2.548387097
2008/7/1,07:00,,57.4516129,,21.58064516,27.35483871,17.4516129,3.483870968,,38.03225806,,31.4516129,20.09677419,13.38709677,3.193548387
2008/7/1,08:00,,55.5483871,,26.35483871,26.93548387,14.90322581,3.741935484,,35.80645161,,37.58064516,19.4516129,12.03225806,3.516129032
2008/7/1,09:00,,52.83870968,,32.19354839,26.19354839,13.5483871,3.903225806,,32,,45,19.06451613,11.29032258,3.516129032
2008/7/1,10:00,,51,,37.67741935,25,13.77419355,3.741935484,,28.83870968,,52.48387097,18.06451613,11.03225806,3.451612903
2008/7/1,11:00,,50.77419355,,41.58064516,25.48387097,13.41935484,3.870967742,,27.58064516,,57.96774194,17.67741935,11.83870968,3.129032258
2008/7/1,12:00,,51.32258065,,44.32258065,25.22580645,13.29032258,3.935483871,,27.35483871,,61.22580645,17.51612903,10.38709677,2.935483871
2008/7/1,13:00,,51.35483871,,46.58064516,25.70967742,13.74193548,4,,26.58064516,,64.35483871,17.96774194,11.16129032,2.870967742
2008/7/1,14:00,,51.70967742,,48.67741935,24.48387097,14.4516129,4.161290323,,26.29032258,,66.70967742,17.32258065,10.93548387,2.64516129
2008/7/1,15:00,,51.61290323,,50.22580645,24.16129032,13.70967742,4.129032258,,26.03225806,,67.67741935,17.38709677,11.06451613,2.580645161
2008/7/1,16:00,,52.87096774,,49.77419355,23.64516129,13.51612903,4.258064516,,27.87096774,,66.5483871,16.93548387,10.87096774,2.677419355
2008/7/1,17:00,,53.93548387,,48.70967742,22.93548387,13.25806452,4.225806452,,29.80645161,,63.96774194,16.61290323,11.29032258,2.967741935
2008/7/1,18:00,,52.4516129,,46.70967742,21.80645161,13.12903226,3.838709677,,30.93548387,,60.06451613,15.64516129,10.83870968,2.903225806
2008/7/1,19:00,,51.22580645,,43.58064516,21.4516129,13.16129032,3.451612903,,32.74193548,,54.90322581,15.77419355,11.74193548,2.387096774
2008/7/1,20:00,,51.80645161,,37.61290323,21.90322581,14.09677419,3.096774194,,36.03225806,,47.67741935,16.70967742,12.32258065,2.225806452
2008/7/1,21:00,,52.35483871,,32.70967742,22.61290323,15.16129032,2.677419355,,38.61290323,,42.64516129,17.5483871,13.29032258,2.096774194
2008/7/1,22:00,,49.96774194,,30.38709677,22.12903226,14.87096774,2.516129032,,38.32258065,,39.5483871,17.38709677,13.77419355,1.903225806
2008/7/1,23:00,,45.16129032,,29.51612903,21.25806452,14.32258065,2.322580645,,35.93548387,,37.87096774,17.48387097,12.90322581,1.967741935
2008/8/1,00:00,,30.58064516,,26.58064516,18.83870968,10.83870968,1.129032258,,26.06451613,,33.35483871,16.22580645,11.4516129,1.709677419
2008/8/1,01:00,,25.74193548,,27.90322581,17.64516129,10.06451613,1,,22.83870968,,33.5483871,15.58064516,10.93548387,1.580645161
2008/8/1,02:00,,22.96774194,,29.77419355,16.83870968,10.06451613,0.903225806,,20.70967742,,32.29032258,14.80645161,10.22580645,1.387096774
2008/8/1,03:00,,23.90322581,,27.35483871,16.51612903,9.548387097,0.967741935,,19.67741935,,30.87096774,14.51612903,9.806451613,1.483870968
2008/8/1,04:00,,30.19354839,,22.87096774,17.19354839,10.29032258,1.322580645,,21.5483871,,28.12903226,14.12903226,9.935483871,1.612903226
2008/8/1,05:00,,42.03225806,,18.51612903,19.58064516,12.35483871,2.032258065,,27.09677419,,24.4516129,14.41935484,10.58064516,1.870967742
2008/8/1,06:00,,49.09677419,,18.38709677,22.22580645,12.93548387,2.580645161,,32.32258065,,23.51612903,15.93548387,11.25806452,2.032258065
2008/8/1,07:00,,48.35483871,,20.87096774,23.64516129,12.87096774,2.774193548,,33.03225806,,26.09677419,16.67741935,11.5483871,2.387096774
2008/8/1,08:00,,45.96774194,,24.87096774,23.38709677,12.4516129,2.838709677,,30.83870968,,31.03225806,16.80645161,12.1,2.580645161
2008/8/1,09:00,,43.96774194,,29.06451613,22.06451613,12.09677419,2.741935484,,28,,36.67741935,15.74193548,11.73333333,2.64516129
2008/8/1,10:00,,43.87096774,,32,22.25806452,11.03225806,2.741935484,,26.93548387,,40.58064516,15,11.35714286,2.580645161
2008/8/1,11:00,,43.77419355,,33.74193548,22.38709677,10.96774194,2.64516129,,26.19354839,,43.09677419,15.03225806,10.39285714,2.677419355
2008/8/1,12:00,,44.22580645,,35.4516129,21.87096774,11.09677419,2.580645161,,25.80645161,,45.4516129,14.90322581,10.65517241,2.483870968
2008/8/1,13:00,,44.22580645,,36.64516129,22.03225806,10.96774194,2.548387097,,25.67741935,,47.77419355,14.96774194,10.55172414,2.258064516
2008/8/1,14:00,,44.29032258,,38.87096774,21.22580645,10.74193548,2.580645161,,25.06451613,,50.41935484,13.77419355,10.31034483,2.161290323
2008/8/1,15:00,,44.51612903,,41.03225806,21.22580645,11.32258065,2.580645161,,24.58064516,,52.48387097,14.41935484,10.75862069,2.129032258
2008/8/1,16:00,,46.25806452,,41.70967742,21.29032258,11.51612903,2.741935484,,25.74193548,,52.09677419,15.22580645,11.1,2.193548387
2008/8/1,17:00,,47.09677419,,39.77419355,21.64516129,11.87096774,2.709677419,,27.61290323,,49.06451613,15.58064516,11.83333333,2.290322581
2008/8/1,18:00,,48.25806452,,36.12903226,21.74193548,12.41935484,2.548387097,,29.93548387,,43.93548387,15.90322581,12.5,2.161290323
2008/8/1,19:00,,47.67741935,,31.51612903,21.22580645,12.4516129,2.322580645,,33.19354839,,37.93548387,15.93548387,12.5483871,2.032258065
2008/8/1,20:00,,46.35483871,,27.83870968,20.64516129,12.09677419,2.129032258,,35.48387097,,33.35483871,16.41935484,12.90322581,2.032258065
2008/8/1,21:00,,44.77419355,,26.48387097,21.32258065,12.16129032,2,,35.58064516,,31.38709677,17.03225806,11.80645161,2.064516129
2008/8/1,22:00,,41.12903226,,25.83870968,20.09677419,11.83870968,1.774193548,,34.29032258,,31,16.58064516,11.5483871,2
