measure_id,measure_name,location_id,location_name,sex_id,sex_name,age_id,age_name,cause_id,cause_name,rei_id,rei_name,metric_id,metric_name,year,val,upper,lower
5,Prevalence,44737,Havering,3,Both,22,All ages,294,All causes,198,Infertility,3,Rate,2019,2049.255582662788,3314.4710364048665,1199.2133876521518
5,Prevalence,44737,Havering,3,Both,22,All ages,294,All causes,199,Pelvic inflammatory disease,1,Number,2019,61.841261407878456,79.9858005014213,46.36641017974437
5,Prevalence,44737,Havering,3,Both,22,All ages,294,All causes,199,Pelvic inflammatory disease,2,Percent,2019,0.00025636356977834875,0.00033237318849681035,0.00019248228010465773
5,Prevalence,44737,Havering,3,Both,22,All ages,294,All causes,199,Pelvic inflammatory disease,3,Rate,2019,23.99114847225036,31.03027286013485,17.98772220072782
5,Prevalence,44737,Havering,3,Both,22,All ages,294,All causes,200,Blindness and vision loss,1,Number,2019,12049.545616034171,13231.408428315763,10847.761046648367
5,Prevalence,44737,Havering,3,Both,22,All ages,294,All causes,200,Blindness and vision loss,2,Percent,2019,0.049951042660692266,0.05485113238328342,0.044899170996644894
5,Prevalence,44737,Havering,3,Both,22,All ages,294,All causes,200,Blindness and vision loss,3,Rate,2019,4674.5883139537755,5133.088764264234,4208.3592723818465
5,Prevalence,44737,Havering,3,Both,22,All ages,294,All causes,205,Mild anemia,1,Number,2019,14278.574829574436,18785.464286377093,10422.812648869516
5,Prevalence,44737,Havering,3,Both,22,All ages,294,All causes,205,Mild anemia,2,Percent,2019,0.05918774328718756,0.07795033597922081,0.04330083866205394
5,Prevalence,44737,Havering,3,Both,22,All ages,294,All causes,205,Mild anemia,3,Rate,2019,5539.334109779588,7287.769566052435,4043.5017020144583
5,Prevalence,44751,Hounslow,3,Both,22,All ages,294,All causes,379,Treated heart failure,1,Number,2019,705.6465999284925,864.2475553720983,578.4602701178632
5,Prevalence,44751,Hounslow,3,Both,22,All ages,294,All causes,379,Treated heart failure,2,Percent,2019,0.002580580350810141,0.003158109426137807,0.0021176727298306765
5,Prevalence,44751,Hounslow,3,Both,22,All ages,294,All causes,379,Treated heart failure,3,Rate,2019,240.05145334448636,294.0053586845246,196.78437982682658
5,Prevalence,44751,Hounslow,3,Both,22,All ages,294,All causes,214,Severe hearing loss,1,Number,2019,114.1177592803262,175.5834462969326,70.64547885625373
5,Prevalence,44751,Hounslow,3,Both,22,All ages,294,All causes,214,Severe hearing loss,2,Percent,2019,0.00041733037824012416,0.0006431320555601755,0.0002590956243733505
5,Prevalence,44751,Hounslow,3,Both,22,All ages,294,All causes,214,Severe hearing loss,3,Rate,2019,38.821322132685914,59.73111961580127,24.032638821443207
5,Prevalence,44751,Hounslow,3,Both,22,All ages,294,All causes,215,Profound hearing loss,1,Number,2019,517.1096893723253,640.2291335614698,409.43708478559296
5,Prevalence,44751,Hounslow,3,Both,22,All ages,294,All causes,215,Profound hearing loss,2,Percent,2019,0.0018910575282408222,0.0023435796604628157,0.001501324692600429
5,Prevalence,44751,Hounslow,3,Both,22,All ages,294,All causes,215,Profound hearing loss,3,Rate,2019,175.91373994421818,217.7973138402229,139.28497248604498
5,Prevalence,44751,Hounslow,3,Both,22,All ages,294,All causes,216,Complete hearing loss,1,Number,2019,620.8710716629962,762.0639007465198,503.2132508856464
5,Prevalence,44751,Hounslow,3,Both,22,All ages,294,All causes,216,Complete hearing loss,2,Percent,2019,0.0022704944365556376,0.002787547462699574,0.001840723525732989
5,Prevalence,44751,Hounslow,3,Both,22,All ages,294,All causes,216,Complete hearing loss,3,Rate,2019,211.2119623439753,259.2438579511449,171.1863590493374
5,Prevalence,44751,Hounslow,3,Both,22,All ages,294,All causes,217,Mild heart failure,1,Number,2019,355.83387025586546,479.58048099766455,252.31889487463212
5,Prevalence,44751,Hounslow,3,Both,22,All ages,294,All causes,217,Mild heart failure,2,Percent,2019,0.0013013112927444128,0.0017485555000901266,0.0009218208514585006
5,Prevalence,44751,Hounslow,3,Both,22,All ages,294,All causes,217,Mild heart failure,3,Rate,2019,121.04988206953715,163.14680956558627,85.8354839760696
5,Prevalence,44751,Hounslow,3,Both,22,All ages,294,All causes,218,Moderate heart failure,1,Number,2019,231.38995228163054,316.7074775302681,164.03946059195533
5,Prevalence,44751,Hounslow,3,Both,22,All ages,294,All causes,218,Moderate heart failure,2,Percent,2019,0.0008462226410818369,0.0011584300414703298,0.000600168210224992
5,Prevalence,44751,Hounslow,3,Both,22,All ages,294,All causes,218,Moderate heart failure,3,Rate,2019,78.71574006045736,107.73961112249575,55.80401142007185
5,Prevalence,44751,Hounslow,3,Both,22,All ages,294,All causes,219,Severe heart failure,1,Number,2019,622.6432402003173,776.4386738344091,501.4865271898541
5,Prevalence,44751,Hounslow,3,Both,22,All ages,294,All causes,219,Severe heart failure,2,Percent,2019,0.002277023558470323,0.0028311532085281213,0.0018346419035725572
5,Prevalence,44751,Hounslow,3,Both,22,All ages,294,All causes,219,Severe heart failure,3,Rate,2019,211.81483017186318,264.13396182409593,170.59895094343665
5,Prevalence,44751,Hounslow,3,Both,22,All ages,294,All causes,220,Primary infertility,1,Number,2019,2657.3270948796594,4653.803459503634,1452.212380355751
5,Prevalence,44751,Hounslow,3,Both,22,All ages,294,All causes,220,Primary infertility,2,Percent,2019,0.009717757660845426,0.01698369246846616,0.005333018934793193
5,Prevalence,44751,Hounslow,3,Both,22,All ages,294,All causes,220,Primary infertility,3,Rate,2019,903.986827403669,1583.1611519798348,494.023059849761
5,Prevalence,44751,Hounslow,3,Both,22,All ages,294,All causes,221,Secondary infertility,1,Number,2019,5018.569306820832,9542.98070126228,2246.442619164306
5,Prevalence,44751,Hounslow,3,Both,22,All ages,294,All causes,221,Secondary infertility,2,Percent,2019,0.018350621913603888,0.03463260454847707,0.008230974607249772
5,Prevalence,44751,Hounslow,3,Both,22,All ages,294,All causes,221,Secondary infertility,3,Rate,2019,1707.249572143412,3246.39328923081,764.2094720502201
5,Prevalence,44751,Hounslow,3,Both,22,All ages,294,All causes,222,Mild intellectual disability,1,Number,2019,1446.611839917282,2123.3008322203755,911.8015083878844
5,Prevalence,44751,Hounslow,3,Both,22,All ages,294,All causes,222,Mild intellectual disability,2,Percent,2019,0.0052901370196056785,0.007758518953472065,0.003345013791803558
5,Prevalence,44751,Hounslow,3,Both,22,All ages,294,All causes,222,Mild intellectual disability,3,Rate,2019,492.1178315500635,722.3182974504656,310.1825719452016
5,Prevalence,44751,Hounslow,3,Both,22,All ages,294,All causes,192,Anemia,1,Number,2019,20547.30110260024,27595.02624548755,14644.378355548273
5,Prevalence,44751,Hounslow,3,Both,22,All ages,294,All causes,192,Anemia,2,Percent,2019,0.07513264629248415,0.10100162862113607,0.053717228038733356
5,Prevalence,44751,Hounslow,3,Both,22,All ages,294,All causes,192,Anemia,3,Rate,2019,6989.914629342485,9387.455641364677,4981.819947736076
5,Prevalence,44751,Hounslow,3,Both,22,All ages,294,All causes,193,Epilepsy,1,Number,2019,1819.9760053544128,2429.317554053676,1063.7736692459507
5,Prevalence,44751,Hounslow,3,Both,22,All ages,294,All causes,193,Epilepsy,2,Percent,2019,0.006655343326407476,0.008877508656935694,0.0038848523578590417
5,Prevalence,44751,Hounslow,3,Both,22,All ages,294,All causes,193,Epilepsy,3,Rate,2019,619.1312835372437,826.4210577149428,361.8814507969918
5,Prevalence,44751,Hounslow,3,Both,22,All ages,294,All causes,194,Guillain-Barré syndrome,1,Number,2019,4.1086045501805515,6.13159484787526,2.7034497831367323
5,Prevalence,44751,Hounslow,3,Both,22,All ages,294,All causes,194,Guillain-Barré syndrome,2,Percent,2019,1.502527647658931e-05,2.2439485214472378e-05,9.876543310763045e-06
5,Prevalence,44751,Hounslow,3,Both,22,All ages,294,All causes,194,Guillain-Barré syndrome,3,Rate,2019,1.3976918383629375,2.085885845267557,0.9196771437027726
5,Prevalence,44751,Hounslow,3,Both,22,All ages,294,All causes,195,Hearing loss,1,Number,2019,48317.94105567165,50681.61180675295,46064.456722782736
5,Prevalence,44751,Hounslow,3,Both,22,All ages,294,All causes,195,Hearing loss,2,Percent,2019,0.17670016419709225,0.1854199317421865,0.16846490078207477
5,Prevalence,44751,Hounslow,3,Both,22,All ages,294,All causes,195,Hearing loss,3,Rate,2019,16437.111684804517,17241.200585796065,15670.506716745675
5,Prevalence,44751,Hounslow,3,Both,22,All ages,294,All causes,196,Heart failure,1,Number,2019,1915.513662666306,2305.4849862265482,1604.4230733580298
5,Prevalence,44751,Hounslow,3,Both,22,All ages,294,All causes,196,Heart failure,2,Percent,2019,0.0070051378431067145,0.008453833312067541,0.005869749866375547
5,Prevalence,44751,Hounslow,3,Both,22,All ages,294,All causes,196,Heart failure,3,Rate,2019,651.6319056463441,784.2948887781207,545.8030841189506
5,Prevalence,44751,Hounslow,3,Both,22,All ages,294,All causes,197,Developmental intellectual disability,1,Number,2019,3416.431152863404,4096.846630716969,2823.9127150539675
5,Prevalence,44751,Hounslow,3,Both,22,All ages,294,All causes,197,Developmental intellectual disability,2,Percent,2019,0.012493770088668277,0.014969961485665153,0.010338269680079901
5,Prevalence,44751,Hounslow,3,Both,22,All ages,294,All causes,197,Developmental intellectual disability,3,Rate,2019,1162.2237867784622,1393.691952788733,960.6570079631554
5,Prevalence,44751,Hounslow,3,Both,22,All ages,294,All causes,198,Infertility,1,Number,2019,7675.896401700491,12516.456089424635,4415.508407637648
5,Prevalence,44751,Hounslow,3,Both,22,All ages,294,All causes,198,Infertility,2,Percent,2019,0.028068379574449312,0.04551605474528786,0.016135530622638703
5,Prevalence,44751,Hounslow,3,Both,22,All ages,294,All causes,198,Infertility,3,Rate,2019,2611.2363995470814,4257.929500819962,1502.0963901981916
5,Prevalence,44751,Hounslow,3,Both,22,All ages,294,All causes,199,Pelvic inflammatory disease,1,Number,2019,62.706371595597275,85.20996452744548,45.506453488843576
5,Prevalence,44751,Hounslow,3,Both,22,All ages,294,All causes,199,Pelvic inflammatory disease,2,Percent,2019,0.00022931978069544597,0.00031235265156494073,0.00016632848903112748
5,Prevalence,44751,Hounslow,3,Both,22,All ages,294,All causes,199,Pelvic inflammatory disease,3,Rate,2019,21.331861638684195,28.987280355801655,15.480681544638855
5,Prevalence,44751,Hounslow,3,Both,22,All ages,294,All causes,200,Blindness and vision loss,1,Number,2019,10312.777753184997,11297.69740064966,9331.515090163872
5,Prevalence,44751,Hounslow,3,Both,22,All ages,294,All causes,200,Blindness and vision loss,2,Percent,2019,0.03771419996668812,0.041285812757072854,0.03410501877333832
5,Prevalence,44751,Hounslow,3,Both,22,All ages,294,All causes,200,Blindness and vision loss,3,Rate,2019,3508.2678608833544,3843.324237298108,3174.455541239539
5,Prevalence,44737,Havering,3,Both,22,All ages,294,All causes,206,Moderate anemia,1,Number,2019,4501.198370174423,6612.683194056,2928.8178993903275
5,Prevalence,44737,Havering,3,Both,22,All ages,294,All causes,206,Moderate anemia,2,Percent,2019,0.018656201188304296,0.02727118193350203,0.012180202332070856
5,Prevalence,44737,Havering,3,Both,22,All ages,294,All causes,206,Moderate anemia,3,Rate,2019,1746.2276147580062,2565.3723856341176,1136.2269053507057
5,Prevalence,44737,Havering,3,Both,22,All ages,294,All causes,207,Severe anemia,1,Number,2019,179.4742363685217,322.7637918963658,95.74549324908128
5,Prevalence,44756,Hackney,3,Both,22,All ages,294,All causes,212,Moderate hearing loss,1,Number,2019,8051.129399752728,9041.539663196827,7132.760971022527
5,Prevalence,44756,Hackney,3,Both,22,All ages,294,All causes,212,Moderate hearing loss,2,Percent,2019,0.029564377579064313,0.0331555579704455,0.026295267853921344
5,Prevalence,44756,Hackney,3,Both,22,All ages,294,All causes,212,Moderate hearing loss,3,Rate,2019,2767.5179346730483,3107.964352892333,2451.835379971294
5,Prevalence,44756,Hackney,3,Both,22,All ages,294,All causes,213,Moderately severe hearing loss,1,Number,2019,1543.5224197021485,1871.7795048878831,1250.1323795020066
5,Prevalence,44756,Hackney,3,Both,22,All ages,294,All causes,213,Moderately severe hearing loss,2,Percent,2019,0.005667887925208758,0.006853070644951053,0.004591299021373017
5,Prevalence,44756,Hackney,3,Both,22,All ages,294,All causes,213,Moderately severe hearing loss,3,Rate,2019,530.5747513171048,643.4107678967066,429.7240311518971
5,Prevalence,44756,Hackney,3,Both,22,All ages,294,All causes,214,Severe hearing loss,1,Number,2019,80.98558267945522,123.32711500836207,52.303860718903024
5,Prevalence,44756,Hackney,3,Both,22,All ages,294,All causes,214,Severe hearing loss,2,Percent,2019,0.0002973858943363427,0.0004536127365169765,0.00019249988167888065
5,Prevalence,44756,Hackney,3,Both,22,All ages,294,All causes,214,Severe hearing loss,3,Rate,2019,27.838212676375925,42.3928104580719,17.97907664937679
5,Prevalence,44756,Hackney,3,Both,22,All ages,294,All causes,215,Profound hearing loss,1,Number,2019,448.10533782351496,568.3676816382774,351.4800823128214
5,Prevalence,44756,Hackney,3,Both,22,All ages,294,All causes,215,Profound hearing loss,2,Percent,2019,0.0016454696543457294,0.0020889826030278543,0.0012893597228535582
5,Prevalence,44756,Hackney,3,Both,22,All ages,294,All causes,215,Profound hearing loss,3,Rate,2019,154.03299307143052,195.37231043271817,120.81875513154309
5,Prevalence,4624,Greater London,3,Both,22,All ages,294,All causes,200,Blindness and vision loss,1,Number,2019,323232.7458298541,352535.61049253517,294164.19511857274
5,Prevalence,4624,Greater London,3,Both,22,All ages,294,All causes,200,Blindness and vision loss,2,Percent,2019,0.03810415365403523,0.04155508386538251,0.03470582644341341
5,Prevalence,4624,Greater London,3,Both,22,All ages,294,All causes,200,Blindness and vision loss,3,Rate,2019,3556.552387882573,3878.9738462044857,3236.709102267836
5,Prevalence,4624,Greater London,3,Both,22,All ages,294,All causes,205,Mild anemia,1,Number,2019,470180.8058698805,571792.9101127788,377818.6954628856
5,Prevalence,4624,Greater London,3,Both,22,All ages,294,All causes,205,Mild anemia,2,Percent,2019,0.05542515090050499,0.06757259672323708,0.04442757580750892
5,Prevalence,4624,Greater London,3,Both,22,All ages,294,All causes,205,Mild anemia,3,Rate,2019,5173.432114867823,6291.477166445249,4157.165388937816
5,Prevalence,4624,Greater London,3,Both,22,All ages,294,All causes,206,Moderate anemia,1,Number,2019,148326.97916880494,201928.03934823195,106785.03540351785
5,Prevalence,4624,Greater London,3,Both,22,All ages,294,All causes,206,Moderate anemia,2,Percent,2019,0.01748359085205689,0.023747001250718363,0.012619933393340103
5,Prevalence,4624,Greater London,3,Both,22,All ages,294,All causes,206,Moderate anemia,3,Rate,2019,1632.0520700829882,2221.8282639669037,1174.9631729899716
5,Prevalence,4624,Greater London,3,Both,22,All ages,294,All causes,207,Severe anemia,1,Number,2019,5700.040064412089,9360.297109794583,3500.354335946658
5,Prevalence,4624,Greater London,3,Both,22,All ages,294,All causes,207,Severe anemia,2,Percent,2019,0.0006718595607035644,0.0011003298008233208,0.000414758577884436
5,Prevalence,4624,Greater London,3,Both,22,All ages,294,All causes,207,Severe anemia,3,Rate,2019,62.7179373490282,102.99200024323628,38.51464225873733
5,Prevalence,4624,Greater London,3,Both,22,All ages,294,All causes,208,Treated epilepsy,1,Number,2019,16015.136562824991,25675.393137562878,7783.932262439987
5,Prevalence,4624,Greater London,3,Both,22,All ages,294,All causes,208,Treated epilepsy,2,Percent,2019,0.0018879542454548145,0.003009556408323751,0.0009182310329585883
5,Prevalence,4624,Greater London,3,Both,22,All ages,294,All causes,208,Treated epilepsy,3,Rate,2019,176.21566168535125,282.5081367878818,85.64714816879858
5,Prevalence,4624,Greater London,3,Both,22,All ages,294,All causes,209,Moderate epilepsy,1,Number,2019,20214.50919410605,28591.839963852493,15367.649775438584
5,Prevalence,4624,Greater London,3,Both,22,All ages,294,All causes,209,Moderate epilepsy,2,Percent,2019,0.002382908492931145,0.00336558074256117,0.0018158435285726832
5,Prevalence,4624,Greater London,3,Both,22,All ages,294,All causes,209,Moderate epilepsy,3,Rate,2019,222.42165087449462,314.59800409864255,169.09131952165933
5,Prevalence,4624,Greater London,3,Both,22,All ages,294,All causes,210,Severe epilepsy,1,Number,2019,20121.709612426355,30561.36676693746,13389.399285713202
5,Prevalence,4624,Greater London,3,Both,22,All ages,294,All causes,210,Severe epilepsy,2,Percent,2019,0.0023720373559758825,0.003593660503268343,0.001579559517614744
5,Prevalence,4624,Greater London,3,Both,22,All ages,294,All causes,210,Severe epilepsy,3,Rate,2019,221.40057062171874,336.2688445220871,147.32449176725166
5,Prevalence,44737,Havering,3,Both,22,All ages,294,All causes,225,Profound intellectual disability,1,Number,2019,108.16146427245785,129.24769543119785,90.19937430534947
5,Prevalence,44737,Havering,3,Both,22,All ages,294,All causes,225,Profound intellectual disability,2,Percent,2019,0.00044837734055618326,0.0005355658594688763,0.0003736087840688164
5,Prevalence,44737,Havering,3,Both,22,All ages,294,All causes,225,Profound intellectual disability,3,Rate,2019,41.96094467125394,50.14129046195404,34.9926009236939
5,Prevalence,44737,Havering,3,Both,22,All ages,294,All causes,226,Moderate pelvic inflammatory disease,1,Number,2019,55.02881229701756,70.93459028842453,40.97658294677807
5,Prevalence,44737,Havering,3,Both,22,All ages,294,All causes,226,Moderate pelvic inflammatory disease,2,Percent,2019,0.00022812250297432387,0.00029481587218793773,0.0001702113769267484
5,Prevalence,44737,Havering,3,Both,22,All ages,294,All causes,226,Moderate pelvic inflammatory disease,3,Rate,2019,21.34827744476042,27.51888057721661,15.896753445530349
5,Prevalence,4624,Greater London,3,Both,22,All ages,294,All causes,223,Moderate intellectual disability,1,Number,2019,21846.95618411008,25410.638427845828,18829.356427598672
5,Prevalence,4624,Greater London,3,Both,22,All ages,294,All causes,223,Moderate intellectual disability,2,Percent,2019,0.0025753721204252395,0.0029982002338286365,0.0022213665100120107
5,Prevalence,4624,Greater London,3,Both,22,All ages,294,All causes,223,Moderate intellectual disability,3,Rate,2019,240.38357866582894,279.59502229934236,207.18071862718722
5,Prevalence,4624,Greater London,3,Both,22,All ages,294,All causes,224,Severe intellectual disability,1,Number,2019,16415.32649596852,19325.706614924376,13889.810703201174
5,Prevalence,4624,Greater London,3,Both,22,All ages,294,All causes,224,Severe intellectual disability,2,Percent,2019,0.0019350995554291057,0.002272078302742201,0.001639492183095725
5,Prevalence,4624,Greater London,3,Both,22,All ages,294,All causes,224,Severe intellectual disability,3,Rate,2019,180.61897935873262,212.64209426667276,152.83055340473
5,Prevalence,4624,Greater London,3,Both,22,All ages,294,All causes,225,Profound intellectual disability,1,Number,2019,3705.3010419191487,4390.877051166208,3122.2906280646953
5,Prevalence,4624,Greater London,3,Both,22,All ages,294,All causes,225,Profound intellectual disability,2,Percent,2019,0.00043679387870349695,0.0005165947141664972,0.0003678626565044762
5,Prevalence,4624,Greater London,3,Both,22,All ages,294,All causes,225,Profound intellectual disability,3,Rate,2019,40.769685121562915,48.31312564304436,34.35478098110824
5,Prevalence,4624,Greater London,3,Both,22,All ages,294,All causes,226,Moderate pelvic inflammatory disease,1,Number,2019,1900.5814078780513,2538.1920090503268,1393.350447939578
5,Prevalence,4624,Greater London,3,Both,22,All ages,294,All causes,226,Moderate pelvic inflammatory disease,2,Percent,2019,0.00022405166314221886,0.0002996993522328975,0.0001639958936645324
5,Prevalence,4624,Greater London,3,Both,22,All ages,294,All causes,226,Moderate pelvic inflammatory disease,3,Rate,2019,20.91222944383251,27.927903243578605,15.33113190637339
5,Prevalence,4624,Greater London,3,Both,22,All ages,294,All causes,227,Severe pelvic inflammatory disease,1,Number,2019,235.2988739953356,319.53705954880996,165.82363393632664
5,Prevalence,4624,Greater London,3,Both,22,All ages,294,All causes,227,Severe pelvic inflammatory disease,2,Percent,2019,2.7738335158021986e-05,3.7656561123185365e-05,1.9522179413997955e-05
5,Prevalence,4624,Greater London,3,Both,22,All ages,294,All causes,227,Severe pelvic inflammatory disease,3,Rate,2019,2.5890098790136213,3.5158884946437627,1.8245689796356555
5,Prevalence,4624,Greater London,3,Both,22,All ages,294,All causes,229,Moderate vision loss,1,Number,2019,230095.93519378782,253279.467725985,206881.02208895166
5,Prevalence,4624,Greater London,3,Both,22,All ages,294,All causes,229,Moderate vision loss,2,Percent,2019,0.027124776412463865,0.029869764255260833,0.024316254543718413
5,Prevalence,4624,Greater London,3,Both,22,All ages,294,All causes,229,Moderate vision loss,3,Rate,2019,2531.761581440478,2786.8516026425436,2276.326277614694
5,Prevalence,4624,Greater London,3,Both,22,All ages,294,All causes,230,Severe vision loss,1,Number,2019,26770.73185839337,30317.190835740803,23870.129582882306
5,Prevalence,4624,Greater London,3,Both,22,All ages,294,All causes,230,Severe vision loss,2,Percent,2019,0.0031558566820709994,0.0035699930705124444,0.0028196555232273155
5,Prevalence,4624,Greater London,3,Both,22,All ages,294,All causes,230,Severe vision loss,3,Rate,2019,294.56022492984425,333.5821597651595,262.6446963135177
5,Prevalence,4624,Greater London,3,Both,22,All ages,294,All causes,192,Anemia,1,Number,2019,624207.8251030975,769373.1371781271,491182.2165830452
5,Prevalence,4624,Greater London,3,Both,22,All ages,294,All causes,192,Anemia,2,Percent,2019,0.07358060131326545,0.0903407858687277,0.05828848474756047
5,Prevalence,4624,Greater London,3,Both,22,All ages,294,All causes,192,Anemia,3,Rate,2019,6868.202122299839,8465.466149410302,5404.512097896912
5,Prevalence,4624,Greater London,3,Both,22,All ages,294,All causes,193,Epilepsy,1,Number,2019,56351.35536935739,68043.80360849368,44291.551150910804
5,Prevalence,4624,Greater London,3,Both,22,All ages,294,All causes,193,Epilepsy,2,Percent,2019,0.006642900094361842,0.008034616241401213,0.005221541522967728
5,Prevalence,4624,Greater London,3,Both,22,All ages,294,All causes,193,Epilepsy,3,Rate,2019,620.0378831815646,748.6907045358193,487.343018432032
5,Prevalence,4624,Greater London,3,Both,22,All ages,294,All causes,194,Guillain-Barré syndrome,1,Number,2019,152.78074514695936,201.70692341898842,114.89416313684336
5,Prevalence,4624,Greater London,3,Both,22,All ages,294,All causes,194,Guillain-Barré syndrome,2,Percent,2019,1.80103671092168e-05,2.3808590118131918e-05,1.3605408654002828e-05
5,Prevalence,4624,Greater London,3,Both,22,All ages,294,All causes,194,Guillain-Barré syndrome,3,Rate,2019,1.681057166964519,2.219395310015624,1.2641884695469763
5,Prevalence,4624,Greater London,3,Both,22,All ages,294,All causes,195,Hearing loss,1,Number,2019,1500436.982723796,1572821.051283301,1430862.1721798163
5,Prevalence,4624,Greater London,3,Both,22,All ages,294,All causes,195,Hearing loss,2,Percent,2019,0.17687824890234105,0.18556001189211502,0.1685330882929925
5,Prevalence,4624,Greater London,3,Both,22,All ages,294,All causes,195,Hearing loss,3,Rate,2019,16509.41249802286,17305.859439742908,15743.876017672186
5,Prevalence,4624,Greater London,3,Both,22,All ages,294,All causes,196,Heart failure,1,Number,2019,59693.10416987015,71221.96581216673,50474.19048298524
5,Prevalence,4624,Greater London,3,Both,22,All ages,294,All causes,196,Heart failure,2,Percent,2019,0.007036924648179394,0.008405810233262995,0.005955648559484697
5,Prevalence,4624,Greater London,3,Both,22,All ages,294,All causes,196,Heart failure,3,Rate,2019,656.8073777006116,783.6602443500233,555.3710290949143
5,Prevalence,4624,Greater London,3,Both,22,All ages,294,All causes,197,Developmental intellectual disability,1,Number,2019,108880.96217945426,130786.79251311717,89481.63758375378
5,Prevalence,4624,Greater London,3,Both,22,All ages,294,All causes,197,Developmental intellectual disability,2,Percent,2019,0.012835111721859324,0.01542052992435843,0.010561652018308288
5,Prevalence,4624,Greater London,3,Both,22,All ages,294,All causes,197,Developmental intellectual disability,3,Rate,2019,1198.0248011076485,1439.0561761365566,984.5726830773
5,Prevalence,4624,Greater London,3,Both,22,All ages,294,All causes,198,Infertility,1,Number,2019,239007.11000952442,389564.2450988457,138428.68818472
5,Prevalence,4624,Greater London,3,Both,22,All ages,294,All causes,198,Infertility,2,Percent,2019,0.02817321292253404,0.04592001454167544,0.01627443634183999
5,Prevalence,4624,Greater London,3,Both,22,All ages,294,All causes,198,Infertility,3,Rate,2019,2629.811857839237,4286.402488655295,1523.1404858156723
5,Prevalence,4624,Greater London,3,Both,22,All ages,294,All causes,199,Pelvic inflammatory disease,1,Number,2019,2135.8802818733875,2853.008785630162,1558.1406822679337
5,Prevalence,4624,Greater London,3,Both,22,All ages,294,All causes,199,Pelvic inflammatory disease,2,Percent,2019,0.00025178999830024085,0.00033685187322604626,0.0001838122101022038
5,Prevalence,4624,Greater London,3,Both,22,All ages,294,All causes,199,Pelvic inflammatory disease,3,Rate,2019,23.50123932284613,31.391854136350723,17.144330318234637
5,Prevalence,44751,Hounslow,3,Both,22,All ages,294,All causes,223,Moderate intellectual disability,1,Number,2019,727.3136024594392,847.9018703548138,618.8477894255443
